State_UT,District,Registration_Date,Year,Month,Vehicle_Category,Fuel_Type,Manufacturer,Monthly_EV_Registrations,Charging_Stations,Population
Haryana,Gurugram,2024-12-10,2024,12,2W,Battery Electric (BEV),Ather Energy,11,41.0,30000000
Himachal Pradesh,Kangra,2023-11-22,2023,11,2W,Battery Electric (BEV),Ather Energy,1,18.0,7500000
Maharashtra,,2023-01-27,2023,1,Car,Battery Electric (BEV),BYD,27,,123000000
Bihar,Gaya,2018-06-11,2018,6,Commercial,Plug-in Hybrid (PHEV),Tata Motors,0,0.0,128000000
Jharkhand,Jamshedpur,2019-09-04,2019,9,3W,Battery Electric (BEV),Piaggio,0,7.0,39000000
Goa,North Goa,2021-06-21,2021,6,Car,Battery Electric (BEV),Mahindra Electric,0,20.0,1600000
Maharashtra,Pune,2022-10-02,2022,10,Car,Battery Electric (BEV),MG Motor,9,126.0,123000000
Rajasthan,Jodhpur,2021-01-08,2021,1,Car,Battery Electric (BEV),Kia,1,21.0,81000000
Chandigarh,Chandigarh,2024-07-24,2024,7,Commercial,Battery Electric (BEV),Tata Motors,0,26.0,1200000
Rajasthan,Kota,2019-04-10,2019,4,Commercial,Battery Electric (BEV),Eicher Motors,0,22.0,81000000
Uttarakhand,Haridwar,2024-09-08,2024,9,2W,Plug-in Hybrid (PHEV),Hero Electric,2,30.0,11000000
Madhya Pradesh,Gwalior,2024-12-03,2024,12,Car,Battery Electric (BEV),Tata Motors,10,78.0,85000000
Andhra Pradesh,Visakhapatnam,2020-10-17,2020,10,2W,Battery Electric (BEV),Okinawa Autotech,2,20.0,53000000
Bihar,Gaya,2019-07-02,2019,7,2W,Battery Electric (BEV),TVS Motor,6,19.0,128000000
Telangana,Nizamabad,2024-02-26,2024,2,3W,Battery Electric (BEV),YC Electric,12,113.0,39000000
Delhi,New Delhi,2021-08-16,2021,8,2W,Battery Electric (BEV),Bajaj Auto,8,82.0,32000000
Jharkhand,Ranchi,2019-08-01,2019,8,2W,Battery Electric (BEV),Okinawa Autotech,1,9.0,39000000
Bihar,Patna,2020-08-26,2020,8,Bus,Battery Electric (BEV),PMI Electro,0,23.0,128000000
Andhra Pradesh,Guntur,2025-05-02,2025,5,Commercial,Battery Electric (BEV),Ashok Leyland,2,91.0,53000000
Maharashtra,Nashik,2022-08-20,2022,8,Car,Battery Electric (BEV),Tata Motors,17,85.0,123000000
Telangana,Warangal,2025-06-18,2025,6,Bus,Battery Electric (BEV),Ashok Leyland,2,146.0,39000000
Chandigarh,Chandigarh,2019-02-02,2019,2,Commercial,Battery Electric (BEV),Mahindra Electric,0,10.0,1200000
Karnataka,Mangaluru,2020-05-25,2020,5,Commercial,Battery Electric (BEV),Eicher Motors,1,69.0,67000000
Telangana,Nizamabad,2023-09-17,2023,9,Bus,Battery Electric (BEV),PMI Electro,1,49.0,39000000
Uttar Pradesh,Ghaziabad,2024-05-09,2024,5,Bus,Battery Electric (BEV),Ashok Leyland,9,69.0,231000000
Rajasthan,Kota,2021-09-23,2021,9,Car,Plug-in Hybrid (PHEV),Tata Motors,2,24.0,81000000
Andhra Pradesh,Vijayawada,2023-06-07,2023,6,3W,Battery Electric (BEV),Piaggio,4,53.0,53000000
Madhya Pradesh,Bhopal,2023-01-23,2023,1,Bus,Battery Electric (BEV),Olectra Greentech,1,38.0,85000000
Odisha,Rourkela,2018-07-04,2018,7,2W,Battery Electric (BEV),Hero Electric,1,5.0,46000000
Uttar Pradesh,Kanpur,2020-04-14,2020,4,Commercial,Battery Electric (BEV),Mahindra Electric,3,38.0,231000000
West Bengal,Siliguri,2021-11-26,2021,11,Commercial,Battery Electric (BEV),Ashok Leyland,1,55.0,99000000
Andhra Pradesh,Vijayawada,2019-10-14,2019,10,3W,Battery Electric (BEV),Mahindra Electric,1,918.0,53000000
Odisha,Rourkela,2024-12-07,2024,12,Car,Battery Electric (BEV),Tata Motors,2,40.0,46000000
Uttar Pradesh,Kanpur,2022-02-11,2022,2,3W,Battery Electric (BEV),Kinetic Green,19,76.0,231000000
Jharkhand,Ranchi,2023-02-05,2023,2,2W,Battery Electric (BEV),Okinawa Autotech,8,23.0,39000000
West Bengal,Kolkata,2022-12-19,2022,12,2W,Battery Electric (BEV),Ola Electric,25,60.0,99000000
Madhya Pradesh,Jabalpur,2022-02-15,2022,2,Bus,Battery Electric (BEV),Ashok Leyland,1 ,52.0,85000000
Goa,South Goa,2019-08-22,2019,8,Car,Battery Electric (BEV),Kia,0,10.0,1600000
Telangana,Warangal,2025-05-02,2025,5,Car,Battery Electric (BEV),Mahindra Electric,8,185.0,39000000
Karnataka,Mysuru,2018-06-04,2018,6,3W,Plug-in Hybrid (PHEV),Bajaj Auto,1,9.0,67000000
Madhya Pradesh,Jabalpur,2019-08-10,2019,8,2W,Battery Electric (BEV),Okinawa Autotech,5,15.0,85000000
Gujarat,Ahmedabad,2025-01-26,2025,1,Commercial,Battery Electric (BEV),Ashok Leyland,6,123.0,71000000
Tamil Nadu,Chennai,2019-12-13,2019,12,Bus,Battery Electric (BEV),Tata Motors,0,33.0,77000000
Maharashtra,Pune,2022-03-25,2022,3,2W,Battery Electric (BEV),Bajaj Auto,91,38.0,123000000
Bihar,Gaya,2019-11-15,2019,11,2W,Battery Electric (BEV),Ather Energy,4,9.0,128000000
Telangana,Warangal,2022-08-05,2022,8,Bus,Battery Electric (BEV),Ashok Leyland,1,73.0,39000000
Punjab,Ludhiana,2020-12-16,2020,12,Commercial,Battery Electric (BEV),Ashok Leyland,0,18.0,30000000
Tamil Nadu,Salem,2025-06-27,2025,6,Car,Battery Electric (BEV),Hyundai,25,64.0,77000000
Chhattisgarh,Bilaspur,2019-05-03,2019,5,3W,Battery Electric (BEV),YC Electric,0,8.0,30000000
Maharashtra,Nashik,2023-04-23,2023,4,3W,Battery Electric (BEV),Bajaj Auto,19,58.0,123000000
Andhra Pradesh,Guntur,2019-04-06,2019,4,3W,Plug-in Hybrid (PHEV),Kinetic Green,1,31.0,53000000
Chhattisgarh,Bhilai,2023-01-10,2023,1,Car,Battery Electric (BEV),Hyundai,1,19.0,30000000
Odisha,Rourkela,2018-12-26,2018,12,Bus,Battery Electric (BEV),Olectra Greentech,0,3.0,46000000
Bihar,Bhagalpur,2024-05-25,2024,5,2W,Battery Electric (BEV),Ather Energy,32,33.0,128000000
Gujarat,Rajkot,2022-12-19,2022,12,2W,Battery Electric (BEV),Ola Electric,37,114.0,71000000
West Bengal,Kolkata,2022-05-11,2022,5,Bus,Battery Electric (BEV),Ashok Leyland,1,35.0,99000000
Karnataka,Mysuru,2024-05-09,2024,5,3W,Battery Electric (BEV),Mahindra Electric,19,111.0,67000000
Madhya Pradesh,Gwalior,2020-04-16,2020,4,3W,Battery Electric (BEV),Mahindra Electric,1,31.0,85000000
Jharkhand,Dhanbad,2020-09-05,2020,9,Bus,Battery Electric (BEV),Ashok Leyland,0,4.0,39000000
Madhya Pradesh,Jabalpur,2018-03-27,2018,3,Car,Battery Electric (BEV),MG Motor,1,16.0,85000000
Bihar,Patna,2022-02-04,2022,2,Bus,Battery Electric (BEV),PMI Electro,1,30.0,128000000
Karnataka,Hubli,2018-04-27,2018,4,Bus,Battery Electric (BEV),PMI Electro,0,18.0,67000000
Gujarat,Surat,2020-07-01,2020,7,Car,Battery Electric (BEV),Hyundai,1,38.0,71000000
Uttar Pradesh,Varanasi,2022-07-19,2022,7,3W,Battery Electric (BEV),Mahindra Electric,24,100.0,231000000
Delhi,North Delhi,2021-07-13,2021,7,2W,Battery Electric (BEV),Ather Energy,8,54.0,32000000
Uttarakhand,Haridwar,2019-08-12,2019,8,Car,Battery Electric (BEV),Tata Motors,0,10.0,11000000
Telangana,Hyderabad,2024-03-14,2024,3,Commercial,Battery Electric (BEV),Mahindra Electric,3,68.0,39000000
Orissa,Rourkela,2018-11-04,2018,11,Car,Battery Electric (BEV),Kia,0,5.0,46000000
Chhattisgarh,Bhilai,2024-04-09,2024,4,Commercial,Battery Electric (BEV),Eicher Motors,1,53.0,30000000
Kerala,Thiruvananthapuram,2020-04-17,2020,4,2W,Battery Electric (BEV),Bajaj Auto,1,26.0,35000000
Delhi,New Delhi,2024-05-26,2024,5,Car,Plug-in Hybrid (PHEV),Mahindra Electric,9,112.0,32000000
Uttarakhand,Dehradun,2024-08-08,2024,8,2W,Battery Electric (BEV),TVS Motor,2,40.0,11000000
Chhattisgarh,Bhilai,2021-10-12,2021,10,2W,Battery Electric (BEV),Ather Energy,2,21.0,30000000
Kerala,Ernakulam,2025-03-06,2025,3,Commercial,Battery Electric (BEV),Eicher Motors,2,61.0,35000000
Rajasthan,Kota,2024-03-23,2024,3,Car,Battery Electric (BEV),Mahindra Electric,11,34.0,81000000
Andhra Pradesh,Vijayawada,2023-08-20,2023,8,Commercial,Battery Electric (BEV),Mahindra Electric,1,23.0,53000000
Kerala,Ernakulam,2022-12-22,2022,12,Car,Battery Electric (BEV),Mahindra Electric,1,24.0,35000000
Delhi,East Delhi,2019-07-16,2019,7,Commercial,Battery Electric (BEV),Eicher Motors,0,31.0,32000000
Karnataka,Mysuru,2020-03-15,2020,3,3W,Battery Electric (BEV),Mahindra Electric,2,38.0,67000000
Rajasthan,Jaipur,2018-10-07,2018,10,2W,Battery Electric (BEV),Ather Energy,3,3.0,81000000
Gujarat,,2018-04-24,2018,4,Car,Battery Electric (BEV),MG Motor,1,,71000000
West Bengal,Siliguri,2023-12-20,2023,12,Car,Battery Electric (BEV),Mahindra Electric,13,66.0,99000000
Himachal Pradesh,Shimla,2024-05-27,2024,5,Commercial,Battery Electric (BEV),Tata Motors,0,33.0,7500000
Gujarat,,2024-11-14,2024,11,Bus,,,3,,71000000
Delhi,North Delhi,2020-02-15,2020,2,2W,Battery Electric (BEV),Bajaj Auto,1,57.0,32000000
Odisha,Bhubaneswar,2024-09-12,2024,9,Car,Battery Electric (BEV),Kia,3,43.0,46000000
Rajasthan,Jodhpur,2019-05-27,2019,5,2W,Battery Electric (BEV),Bajaj Auto,8,22.0,81000000
Haryana,Faridabad,2019-03-23,2019,3,Car,Battery Electric (BEV),MG Motor,0,27.0,30000000
Chhattisgarh,Bilaspur,2023-06-09,2023,6,Car,Battery Electric (BEV),BYD,1,15.0,30000000
Gujarat,,2024-07-16,2024,7,Car,,,11,,71000000
Odisha,Bhubaneswar,2022-01-23,2022,1,2W,Battery Electric (BEV),Bajaj Auto,6,17.0,46000000
Punjab,Ludhiana,2021-05-04,2021,5,2W,Battery Electric (BEV),Okinawa Autotech,5,27.0,30000000
Chhattisgarh,Bilaspur,2025-02-01,2025,2,Car,Battery Electric (BEV),Mahindra Electric,3,38.0,30000000
Chandigarh,Chandigarh,2020-10-19,2020,10,Commercial,Battery Electric (BEV),Tata Motors,0,24.0,1200000
Haryana,Panipat,2022-12-27,2022,12,2W,Battery Electric (BEV),TVS Motor,7,41.0,30000000
Gujarat,Ahmedabad,2018-07-01,2018,7,Car,Battery Electric (BEV),Hyundai,1,11.0,71000000
Jharkhand,Ranchi,2025-01-08,2025,1,Commercial,Plug-in Hybrid (PHEV),Mahindra Electric,1,35.0,39000000
Uttar Pradesh,Kanpur,2025-02-14,2025,2,3W,Battery Electric (BEV),Piaggio,110,102.0,231000000
Madhya Pradesh,,2023-07-22,2023,7,Car,Battery Electric (BEV),Hyundai,5,,85000000
Andhra Pradesh,Vijayawada,2024-12-11,2024,12,Bus,Battery Electric (BEV),Olectra Greentech,1,33.0,53000000
Assam,Silchar,2018-10-16,2018,10,Commercial,Battery Electric (BEV),Mahindra Electric,0,2.0,35000000
West Bengal,Kolkata,2023-07-21,2023,7,Bus,Battery Electric (BEV),Tata Motors,2,36.0,99000000
Haryana,Panipat,2019-12-08,2019,12,2W,Battery Electric (BEV),Hero Electric,2,24.0,30000000
Karnataka,Hubli,2021-07-16,2021,7,Bus,Plug-in Hybrid (PHEV),Tata Motors,0,46.0,67000000
Uttarakhand,Haridwar,2024-03-02,2024,3,2W,Battery Electric (BEV),Okinawa Autotech,3,55.0,11000000
Delhi,North Delhi,2024-04-05,2024,4,3W,Battery Electric (BEV),Bajaj Auto,7,99.0,32000000
Haryana,Gurugram,2018-08-16,2018,8,3W,Battery Electric (BEV),YC Electric,0,12.0,30000000
Gujarat,Vadodara,2020-05-19,2020,5,3W,Battery Electric (BEV),Bajaj Auto,1,62.0,71000000
Karnataka,Mangaluru,2019-10-03,2019,10,3W,Battery Electric (BEV),Bajaj Auto,2,29.0,67000000
Chhattisgarh,Raipur,2024-01-20,2024,1,Bus,Battery Electric (BEV),Ashok Leyland,0,22.0,30000000
Gujarat,Rajkot,2025-05-13,2025,5,Car,Battery Electric (BEV),Hyundai,19,71.0,71000000
Karnataka,Hubli,2019-07-20,2019,7,3W,Battery Electric (BEV),Piaggio,2,31.0,67000000
Punjab,Ludhiana,2024-02-10,2024,2,2W,Battery Electric (BEV),Bajaj Auto,23,59.0,30000000
Uttarakhand,Haridwar,2022-07-01,2022,7,2W,Battery Electric (BEV),TVS Motor,1,9.0,11000000
Andhra Pradesh,Guntur,2019-10-10,2019,10,2W,Battery Electric (BEV),Hero Electric,3,33.0,53000000
Bihar,Bhagalpur,2020-02-24,2020,2,3W,Battery Electric (BEV),Piaggio,0,11.0,128000000
Tamil Nadu,Chennai,2019-02-07,2019,2,Car,Battery Electric (BEV),Mahindra Electric,3,18.0,77000000
Jammu and Kashmir,Jammu,2024-02-06,2024,2,Commercial,Battery Electric (BEV),Mahindra Electric,0,48.0,13000000
Karnataka,Mangaluru,2018-09-18,2018,9,2W,Battery Electric (BEV),Hero Electric,5,14.0,67000000
Kerala,Ernakulam,2024-03-08,2024,3,Commercial,Battery Electric (BEV),Mahindra Electric,2,85.0,35000000
Uttar Pradesh,Lucknow,2023-01-03,2023,1,Commercial,Battery Electric (BEV),Ashok Leyland,25,148.0,231000000
Madhya Pradesh,Bhopal,2020-02-25,2020,2,2W,Plug-in Hybrid (PHEV),Okinawa Autotech,4,51.0,85000000
Himachal Pradesh,Kangra,2018-03-01,2018,3,Bus,Plug-in Hybrid (PHEV),Olectra Greentech,0,2.0,7500000
Madhya Pradesh,Bhopal,2022-06-09,2022,6,2W,Plug-in Hybrid (PHEV),Ola Electric,23,52.0,85000000
Kerala,Ernakulam,2020-06-06,2020,6,Commercial,Battery Electric (BEV),Tata Motors,0,32.0,35000000
Maharashtra,Nashik,2021-01-06,2021,1,Bus,Battery Electric (BEV),PMI Electro,1,84.0,123000000
Telangana,Nizamabad,2019-11-22,2019,11,3W,Plug-in Hybrid (PHEV),Kinetic Green,1,23.0,39000000
Assam,Guwahati,2025-01-23,2025,1,Commercial,Battery Electric (BEV),Ashok Leyland,1,35.0,35000000
Bihar,Patna,2022-10-10,2022,10,Car,Battery Electric (BEV),BYD,3,25.0,128000000
Madhya Pradesh,Jabalpur,2024-04-18,2024,4,2W,Battery Electric (BEV),Hero Electric,69,52.0,85000000
Karnataka,Hubli,2021-10-03,2021,10,3W,Battery Electric (BEV),YC Electric,1,70.0,67000000
Bihar,Gaya,2024-12-21,2024,12,Bus,Battery Electric (BEV),Tata Motors,1,25.0,128000000
Maharashtra,Nashik,2021-06-15,2021,6,Car,Battery Electric (BEV),Tata Motors,4,53.0,123000000
Andhra Pradesh,Visakhapatnam,2023-10-23,2023,10,Car,Battery Electric (BEV),BYD,4,32.0,53000000
Haryana,Gurugram,2025-01-05,2025,1,3W,Battery Electric (BEV),Kinetic Green,5,100.0,30000000
Jharkhand,Jamshedpur,2024-05-06,2024,5,Car,Battery Electric (BEV),BYD,3,50.0,39000000
Karnataka,Hubli,2024-01-18,2024,1,2W,Battery Electric (BEV),Bajaj Auto,87,72.0,67000000
Tamil Nadu,Chennai,2023-03-16,2023,3,Car,Battery Electric (BEV),Kia,11,107.0,77000000
Jharkhand,Ranchi,2022-01-21,2022,1,Commercial,Battery Electric (BEV),Ashok Leyland,0,14.0,39000000
Madhya Pradesh,Jabalpur,2019-06-24,2019,6,2W,Battery Electric (BEV),Hero Electric,7,5.0,85000000
New Delhi,North Delhi,2018-04-15,2018,4,Car,Battery Electric (BEV),Kia,0,3.0,32000000
Gujarat,Ahmedabad,2022-08-18,2022,8,Commercial,Battery Electric (BEV),Ashok Leyland,2,112.0,71000000
Uttar Pradesh,Ghaziabad,2021-03-07,2021,3,Car,Battery Electric (BEV),Kia,13,101.0,231000000
Karnataka,Hubli,2018-03-10,2018,3,3W,Battery Electric (BEV),Piaggio,2,23.0,67000000
Chandigarh,Chandigarh,2023-08-22,2023,8,3W,Battery Electric (BEV),Bajaj Auto,0,17.0,1200000
Madhya Pradesh,Bhopal,2023-02-02,2023,2,Commercial,Plug-in Hybrid (PHEV),Ashok Leyland,6,35.0,85000000
Madhya Pradesh,Indore,2019-12-24,2019,12,Car,Battery Electric (BEV),Mahindra Electric,1,16.0,85000000
Uttar Pradesh,Lucknow,2024-02-19,2024,2,Bus,Battery Electric (BEV),Ashok Leyland,8,83.0,231000000
Uttar Pradesh,Varanasi,2022-07-13,2022,7,2W,Battery Electric (BEV),Bajaj Auto,120,82.0,231000000
Bihar,Gaya,2024-08-26,2024,8,Commercial,Battery Electric (BEV),Ashok Leyland,2,26.0,128000000
Maharashtra,Pune,2025-02-05,2025,2,Car,Battery Electric (BEV),MG Motor,33,116.0,123000000
Uttarakhand,Haridwar,2024-05-18,2024,5,Bus,Battery Electric (BEV),Tata Motors,0 ,25.0,11000000
Chhattisgarh,Bilaspur,2025-05-16,2025,5,2W,Battery Electric (BEV),TVS Motor,15,49.0,30000000
Tamil Nadu,Madurai,2018-12-16,2018,12,Commercial,Battery Electric (BEV),Eicher Motors,0,16.0,77000000
Kerala,Ernakulam,2023-06-16,2023,6,Car,Battery Electric (BEV),BYD,4,29.0,35000000
Chandigarh,Chandigarh,2021-10-25,2021,10,2W,Battery Electric (BEV),Okinawa Autotech,0,10.0,1200000
Maharashtra,Mumbai City,2025-06-24,2025,6,Commercial,Plug-in Hybrid (PHEV),Mahindra Electric,14,191.0,123000000
Jharkhand,Ranchi,2018-08-04,2018,8,Bus,Battery Electric (BEV),Olectra Greentech,0,8.0,39000000
West Bengal,Kolkata,2022-01-08,2022,1,Commercial,Battery Electric (BEV),Eicher Motors,2,55.0,99000000
Kerala,Thiruvananthapuram,2024-12-01,2024,12,Car,Battery Electric (BEV),Mahindra Electric,2,53.0,35000000
Goa,North Goa,2023-01-01,2023,1,Car,Battery Electric (BEV),Kia,0,31.0,1600000
Karnataka,Mysuru,2021-01-02,2021,1,2W,Battery Electric (BEV),Hero Electric,14,95.0,67000000
Gujarat,Ahmedabad,2024-06-26,2024,6,Bus,Battery Electric (BEV),Olectra Greentech,3,169.0,71000000
Haryana,Panipat,2018-01-24,2018,1,2W,Battery Electric (BEV),Hero Electric,2,15.0,30000000
Tamil Nadu,,2024-06-27,2024,6,Car,,,21,,77000000
Maharashtra,Nagpur,2024-12-22,2024,12,Car,Plug-in Hybrid (PHEV),Hyundai,24,166.0,123000000
Maharashtra,Pune,2020-02-11,2020,2,2W,Battery Electric (BEV),Hero Electric,12,49.0,123000000
Bihar,Bhagalpur,2018-03-27,2018,3,3W,Battery Electric (BEV),Mahindra Electric,0,3.0,128000000
Karnataka,Hubli,2021-02-27,2021,2,Commercial,Battery Electric (BEV),Ashok Leyland,1,61.0,67000000
West Bengal,Kolkata,2020-11-22,2020,11,Commercial,Battery Electric (BEV),Eicher Motors,0,36.0,99000000
Chandigarh,Chandigarh,2020-08-26,2020,8,2W,Battery Electric (BEV),Ola Electric,0,18.0,1200000
Rajasthan,Jaipur,2024-07-06,2024,7,Car,Battery Electric (BEV),Kia,14,25.0,81000000
Gujarat,Ahmedabad,2020-06-27,2020,6,3W,Battery Electric (BEV),Bajaj Auto,2,24.0,71000000
Andhra Pradesh,Visakhapatnam,2025-01-17,2025,1,Commercial,Battery Electric (BEV),Mahindra Electric,2,59.0,53000000
Gujarat,Surat,2020-01-25,2020,1,3W,Battery Electric (BEV),Kinetic Green,1,52.0,71000000
Chhattisgarh,Bilaspur,2021-03-21,2021,3,2W,Battery Electric (BEV),Ola Electric,2,25.0,30000000
Punjab,Ludhiana,2022-10-24,2022,10,2W,Battery Electric (BEV),Ather Energy,7,45.0,30000000
West Bengal,Siliguri,2022-06-01,2022,6,3W,Battery Electric (BEV),Piaggio,5,29.0,99000000
Rajasthan,Jodhpur,2024-05-04,2024,5,3W,Battery Electric (BEV),YC Electric,10,36.0,81000000
Punjab,Jalandhar,2023-01-03,2023,1,2W,Battery Electric (BEV),Ola Electric,18,69.0,30000000
Odisha,Rourkela,2018-12-23,2018,12,Commercial,Plug-in Hybrid (PHEV),Ashok Leyland,0,1.0,46000000
Gujarat,Ahmedabad,2021-10-25,2021,10,Car,Battery Electric (BEV),Mahindra Electric,3,62.0,71000000
Jammu and Kashmir,Jammu,2025-05-02,2025,5,Car,Battery Electric (BEV),Kia,1,27.0,13000000
Andhra Pradesh,Vijayawada,2019-04-13,2019,4,2W,Battery Electric (BEV),Hero Electric,3,29.0,53000000
Telangana,Nizamabad,2024-06-10,2024,6,2W,Battery Electric (BEV),Ola Electric,36,101.0,39000000
Telangana,Warangal,2023-01-15,2023,1,Commercial,Battery Electric (BEV),Tata Motors,2,82.0,39000000
Jammu and Kashmir,Srinagar,2022-05-02,2022,5,2W,Battery Electric (BEV),TVS Motor,1,18.0,13000000
Gujarat,Surat,2024-03-04,2024,3,3W,Battery Electric (BEV),Bajaj Auto,17,170.0,71000000
Rajasthan,Udaipur,2021-07-05,2021,7,Car,Battery Electric (BEV),BYD,2,50.0,81000000
Tamil Nadu,Salem,2022-06-11,2022,6,Bus,Battery Electric (BEV),Tata Motors,1,56.0,77000000
Telangana,Warangal,2021-03-08,2021,3,3W,Battery Electric (BEV),Kinetic Green,2,96.0,39000000
Rajasthan,,2021-05-02,2021,5,Commercial,,,1,,81000000
Chhattisgarh,Bhilai,2019-12-10,2019,12,Bus,Battery Electric (BEV),Olectra Greentech,0,0.0,30000000
Maharashtra,Nashik,2021-06-21,2021,6,3W,Battery Electric (BEV),Bajaj Auto,8,76.0,123000000
Tamil Nadu,Madurai,2019-11-06,2019,11,3W,Battery Electric (BEV),Mahindra Electric,2,54.0,77000000
Punjab,Jalandhar,2025-01-21,2025,1,Car,Battery Electric (BEV),BYD,3,87.0,30000000
Andhra Pradesh,Guntur,2019-03-08,2019,3,Car,Battery Electric (BEV),BYD,0,22.0,53000000
Delhi,East Delhi,2019-01-26,2019,1,2W,Plug-in Hybrid (PHEV),Bajaj Auto,4,35.0,32000000
Uttarakhand,Haridwar,2024-04-12,2024,4,2W,Battery Electric (BEV),Bajaj Auto,3,45.0,11000000
Kerala,Ernakulam,2022-05-27,2022,5,Car,Battery Electric (BEV),MG Motor,2,54.0,35000000
Madhya Pradesh,Indore,2022-10-11,2022,10,2W,Battery Electric (BEV),Ather Energy,23,31.0,85000000
Karnataka,Mangaluru,2024-10-23,2024,10,3W,Plug-in Hybrid (PHEV),Mahindra Electric,18,97.0,67000000
Karnataka,Hubli,2022-07-18,2022,7,3W,Battery Electric (BEV),Mahindra Electric,6,122.0,67000000
Jammu and Kashmir,Jammu,2024-06-19,2024,6,3W,Battery Electric (BEV),Piaggio,1,18.0,13000000
Madhya Pradesh,Gwalior,2018-04-09,2018,4,3W,Battery Electric (BEV),Kinetic Green,1,6.0,85000000
Chhattisgarh,Bhilai,2023-07-08,2023,7,3W,Battery Electric (BEV),Bajaj Auto,1,25.0,30000000
West Bengal,Siliguri,2023-05-19,2023,5,Car,Battery Electric (BEV),MG Motor,11,45.0,99000000
Andhra Pradesh,Visakhapatnam,2018-12-18,2018,12,Bus,Battery Electric (BEV),PMI Electro,0,14.0,53000000
West Bengal,Durgapur,2023-06-06,2023,6,Commercial,Battery Electric (BEV),Eicher Motors,3,81.0,99000000
Rajasthan,Jaipur,2024-01-12,2024,1,Car,Battery Electric (BEV),Tata Motors,15,32.0,81000000
Delhi,South Delhi,2019-11-10,2019,11,2W,Battery Electric (BEV),Okinawa Autotech,4,20.0,32000000
Odisha,Cuttack,2019-01-20,2019,1,Bus,Battery Electric (BEV),Olectra Greentech,0,18.0,46000000
Jammu and Kashmir,Jammu,2020-03-11,2020,3,Bus,Battery Electric (BEV),Ashok Leyland,0,7.0,13000000
Tamil Nadu,,2021-06-10,2021,6,Commercial,,,1,,77000000
Telangana,Nizamabad,2020-09-03,2020,9,2W,Battery Electric (BEV),Ola Electric,3,65.0,39000000
Jharkhand,Jamshedpur,2024-09-01,2024,9,3W,Battery Electric (BEV),Piaggio,2,20.0,39000000
Bihar,Gaya,2020-07-21,2020,7,2W,Battery Electric (BEV),Bajaj Auto,2,20.0,128000000
Punjab,Jalandhar,2018-07-04,2018,7,Car,Battery Electric (BEV),Hyundai,0,9.0,30000000
uttar pradesh,Noida,2021-10-10,2021,10,Bus,Battery Electric (BEV),Ashok Leyland,1,42.0,231000000
Telangana,Warangal,2022-08-07,2022,8,3W,Battery Electric (BEV),Piaggio,4,78.0,39000000
Madhya Pradesh,Gwalior,2018-08-15,2018,8,2W,Battery Electric (BEV),TVS Motor,4,5.0,85000000
Chandigarh,Chandigarh,2019-03-04,2019,3,Bus,Battery Electric (BEV),Ashok Leyland,0,14.0,1200000
Jharkhand,Ranchi,2022-12-04,2022,12,Bus,Battery Electric (BEV),Olectra Greentech,0,918.0,39000000
Odisha,Cuttack,2022-01-06,2022,1,3W,Battery Electric (BEV),YC Electric,1,22.0,46000000
Odisha,Cuttack,2019-02-16,2019,2,Commercial,Battery Electric (BEV),Mahindra Electric,0,8.0,46000000
Bihar,Bhagalpur,2022-12-08,2022,12,Commercial,Battery Electric (BEV),Mahindra Electric,2,28.0,128000000
Andhra Pradesh,Visakhapatnam,2021-02-26,2021,2,Car,Battery Electric (BEV),Hyundai,1,26.0,53000000
Karnataka,Bengaluru Urban,2024-02-02,2024,2,Car,Battery Electric (BEV),BYD,20,116.0,67000000
Andhra Pradesh,Guntur,2021-11-27,2021,11,Car,Battery Electric (BEV),Mahindra Electric,1,48.0,53000000
Madhya Pradesh,Gwalior,2019-01-19,2019,1,Commercial,Battery Electric (BEV),Eicher Motors,1 ,10.0,85000000
Chandigarh,Chandigarh,2020-07-24,2020,7,2W,Battery Electric (BEV),TVS Motor,0,8.0,1200000
Goa,South Goa,2018-10-11,2018,10,2W,Battery Electric (BEV),Okinawa Autotech,0,11.0,1600000
Jammu and Kashmir,Srinagar,2019-11-02,2019,11,Commercial,Battery Electric (BEV),Ashok Leyland,0,18.0,13000000
Chandigarh,Chandigarh,2018-10-09,2018,10,2W,Plug-in Hybrid (PHEV),TVS Motor,0,1.0,1200000
Chandigarh,Chandigarh,2024-08-16,2024,8,Commercial,Battery Electric (BEV),Mahindra Electric,0,13.0,1200000
Gujarat,Ahmedabad,2019-04-02,2019,4,Commercial,Battery Electric (BEV),Tata Motors,1,39.0,71000000
Karnataka,Mysuru,2022-09-14,2022,9,Car,Battery Electric (BEV),Mahindra Electric,5,81.0,67000000
Uttar Pradesh,Ghaziabad,2018-02-23,2018,2,Car,Battery Electric (BEV),BYD,8,15.0,231000000
Himachal Pradesh,Kangra,2022-05-01,2022,5,Bus,Battery Electric (BEV),PMI Electro,0,31.0,7500000
Kerala,Thiruvananthapuram,2021-02-05,2021,2,Car,Battery Electric (BEV),Kia,1,31.0,35000000
